DPTO_CCDGO,MPIO_CCDGO,MPIO_CNMBR,MPIO_CDPMP,AREA,LATITUD,LONGITUD,Shape_Leng,Shape_Area,VERSION,STCTNENCUE,STP3_1_SI,STP3_2_NO,STP3A_RI,STP3B_TCN,STP4_1_SI,STP4_2_NO,STP9_1_USO,STP9_2_USO,STP9_3_USO,STP9_4_USO,STP9_2_1_M,STP9_2_2_M,STP9_2_3_M,STP9_2_4_M,STP9_2_9_M,STP9_3_1_N,STP9_3_2_N,STP9_3_3_N,STP9_3_4_N,STP9_3_5_N,STP9_3_6_N,STP9_3_7_N,STP9_3_8_N,STP9_3_9_N,STP9_3_10,STP9_3_99,STVIVIENDA,STP14_1_TI,STP14_2_TI,STP14_3_TI,STP14_4_TI,STP14_5_TI,STP14_6_TI,STP15_1_OC,STP15_2_OC,STP15_3_OC,STP15_4_OC,TSP16_HOG,STP19_EC_1,STP19_ES_2,STP19_EE_1,STP19_EE_2,STP19_EE_3,STP19_EE_4,STP19_EE_5,STP19_EE_6,STP19_EE_9,STP19_ACU1,STP19_ACU2,STP19_ALC1,STP19_ALC2,STP19_GAS1,STP19_GAS2,STP19_GAS9,STP19_REC1,STP19_REC2,STP19_INT1,STP19_INT2,STP19_INT9,STP27_PERS,STPERSON_L,STPERSON_S,STP32_1_SE,STP32_2_SE,STP34_1_ED,STP34_2_ED,STP34_3_ED,STP34_4_ED,STP34_5_ED,STP34_6_ED,STP34_7_ED,STP34_8_ED,STP34_9_ED,STP51_PRIM,STP51_SECU,STP51_SUPE,STP51_POST,STP51_13_E,STP51_99_E
18,001,FLORENCIA,18001,2547637532.26,1.74913870382,-75.5582390643,2.94250780494,0.20692776912,2018.0,71877.0,32.0,71845.0,32.0,0.0,0.0,71877.0,61176.0,2178.0,8436.0,87.0,39.0,1550.0,566.0,18.0,5.0,54.0,2591.0,1061.0,535.0,368.0,3172.0,233.0,7.0,19.0,371.0,25.0,63354.0,47817.0,13764.0,1624.0,21.0,8.0,120.0,49809.0,2681.0,2150.0,8714.0,51430.0,48638.0,1171.0,34851.0,10343.0,2169.0,509.0,13.0,3.0,750.0,45179.0,4630.0,41138.0,8671.0,37028.0,12074.0,707.0,45491.0,4318.0,13362.0,35727.0,720.0,156789.0,4315.0,152474.0,77620.0,79169.0,25503.0,30249.0,29951.0,23602.0,17235.0,14349.0,8969.0,4687.0,2244.0,37918.0,14123.0,14606.0,856.0,5892.0,3799.0
18,029,ALBANIA,18029,414122070.187,1.22786549019,-75.8823265076,1.11282888758,0.03361757614,2018.0,2825.0,24.0,2801.0,24.0,0.0,0.0,2825.0,1826.0,49.0,948.0,2.0,3.0,34.0,12.0,0.0,0.0,3.0,21.0,32.0,728.0,53.0,92.0,5.0,0.0,0.0,14.0,0.0,1875.0,1793.0,40.0,22.0,17.0,0.0,3.0,1409.0,13.0,55.0,398.0,1559.0,1300.0,109.0,1184.0,106.0,1.0,0.0,0.0,0.0,9.0,808.0,601.0,703.0,706.0,26.0,1371.0,12.0,727.0,682.0,27.0,1370.0,12.0,4514.0,151.0,4363.0,2323.0,2191.0,725.0,1016.0,717.0,568.0,536.0,445.0,253.0,162.0,92.0,1696.0,150.0,98.0,0.0,215.0,46.0
18,094,BELÉN DE LOS ANDAQUÍES,18094,1191618571.63,1.50092300306,-75.8756454243,2.23465674218,0.09674460368,2018.0,4243.0,54.0,4189.0,54.0,0.0,1.0,4242.0,3223.0,109.0,900.0,11.0,4.0,99.0,6.0,0.0,0.0,8.0,88.0,6.0,2.0,61.0,626.0,8.0,0.0,8.0,93.0,0.0,3332.0,3189.0,113.0,24.0,2.0,2.0,2.0,2883.0,2.0,107.0,340.0,3161.0,2595.0,288.0,2118.0,366.0,17.0,2.0,1.0,0.0,91.0,2017.0,866.0,1806.0,1077.0,52.0,2796.0,35.0,1905.0,978.0,73.0,2775.0,35.0,9075.0,346.0,8729.0,4551.0,4524.0,1592.0,2254.0,1388.0,1121.0,986.0,816.0,487.0,286.0,145.0,2596.0,418.0,171.0,12.0,720.0,123.0
18,247,EL DONCELLO,18247,1106076151.1,1.79138590347,-75.1939441549,3.15437031984,0.08986743835,2018.0,8809.0,0.0,8809.0,0.0,0.0,0.0,8809.0,6598.0,357.0,1850.0,4.0,11.0,259.0,87.0,0.0,0.0,21.0,334.0,124.0,807.0,89.0,361.0,42.0,0.0,27.0,39.0,6.0,6955.0,6006.0,775.0,160.0,1.0,1.0,12.0,5767.0,304.0,388.0,496.0,6129.0,5375.0,392.0,3548.0,962.0,793.0,1.0,1.0,1.0,69.0,4175.0,1592.0,4323.0,1444.0,57.0,5549.0,161.0,4348.0,1419.0,211.0,5395.0,161.0,17775.0,203.0,17572.0,8790.0,8985.0,3047.0,3811.0,2601.0,2302.0,2032.0,1792.0,1135.0,707.0,348.0,6091.0,712.0,347.0,26.0,1095.0,171.0
18,256,EL PAUJÍL,18256,1234734144.92,1.61774635616,-75.2340433342,3.52931590853,0.10030928304,2018.0,5795.0,0.0,5795.0,0.0,0.0,0.0,5795.0,4891.0,204.0,695.0,5.0,4.0,161.0,38.0,1.0,0.0,5.0,239.0,104.0,4.0,70.0,211.0,16.0,0.0,0.0,45.0,1.0,5095.0,4700.0,145.0,188.0,4.0,1.0,57.0,4568.0,5.0,323.0,199.0,5848.0,4195.0,373.0,3330.0,770.0,84.0,0.0,1.0,1.0,9.0,2505.0,2063.0,2359.0,2209.0,1463.0,3041.0,64.0,2414.0,2154.0,125.0,4379.0,64.0,13014.0,192.0,12822.0,6601.0,6413.0,2346.0,2882.0,2170.0,1587.0,1460.0,1188.0,703.0,430.0,248.0,4805.0,261.0,226.0,0.0,916.0,99.0
18,410,LA MONTAÑITA,18410,1701061429.71,1.30286044233,-75.2357273187,3.40293900106,0.13817350787,2018.0,5113.0,15.0,5098.0,15.0,0.0,0.0,5113.0,4077.0,241.0,786.0,9.0,2.0,205.0,32.0,2.0,0.0,3.0,103.0,123.0,17.0,84.0,362.0,30.0,0.0,0.0,58.0,6.0,4318.0,3890.0,224.0,161.0,6.0,2.0,35.0,3553.0,151.0,308.0,306.0,3748.0,2159.0,1394.0,1964.0,144.0,9.0,1.0,0.0,0.0,41.0,1441.0,2112.0,1329.0,2224.0,67.0,3454.0,32.0,1273.0,2280.0,64.0,3457.0,32.0,12128.0,604.0,11524.0,6437.0,5691.0,2229.0,3022.0,1836.0,1563.0,1441.0,1010.0,578.0,323.0,126.0,5011.0,384.0,134.0,0.0,724.0,182.0
18,460,MILÁN,18460,1220575999.24,1.14669255394,-75.3866476384,1.8631966501,0.09912781874,2018.0,3462.0,363.0,3099.0,363.0,0.0,0.0,3462.0,2594.0,118.0,745.0,5.0,1.0,104.0,12.0,1.0,0.0,0.0,75.0,41.0,39.0,24.0,514.0,8.0,0.0,8.0,35.0,1.0,2712.0,2204.0,85.0,33.0,386.0,0.0,4.0,1985.0,4.0,399.0,324.0,2182.0,1152.0,833.0,1098.0,31.0,0.0,1.0,0.0,1.0,21.0,359.0,1626.0,595.0,1390.0,20.0,1950.0,15.0,661.0,1324.0,39.0,1931.0,15.0,7507.0,527.0,6980.0,3953.0,3554.0,1550.0,2018.0,1125.0,912.0,736.0,562.0,356.0,172.0,76.0,2823.0,653.0,81.0,0.0,465.0,86.0
18,479,MORELIA,18479,462479590.659,1.38299610984,-75.6738112337,1.51868831221,0.03755356264,2018.0,1907.0,0.0,1907.0,0.0,0.0,0.0,1907.0,1221.0,36.0,650.0,0.0,0.0,36.0,0.0,0.0,0.0,1.0,27.0,16.0,442.0,31.0,114.0,8.0,0.0,2.0,9.0,0.0,1257.0,1160.0,81.0,15.0,0.0,0.0,1.0,1013.0,0.0,70.0,174.0,1233.0,923.0,90.0,719.0,187.0,9.0,0.0,0.0,0.0,8.0,588.0,425.0,573.0,440.0,15.0,982.0,16.0,588.0,425.0,6.0,991.0,16.0,3350.0,0.0,3350.0,1709.0,1641.0,562.0,678.0,570.0,428.0,431.0,304.0,212.0,114.0,51.0,1097.0,64.0,94.0,0.0,181.0,32.0
18,610,SAN JOSÉ DEL FRAGUA,18610,1304769006.24,1.30470231426,-76.1100059415,2.04083654128,0.10589313491,2018.0,5756.0,83.0,5673.0,83.0,0.0,27.0,5729.0,4493.0,302.0,955.0,6.0,1.0,273.0,28.0,0.0,0.0,4.0,242.0,82.0,0.0,101.0,307.0,55.0,0.0,1.0,159.0,4.0,4795.0,4372.0,262.0,135.0,9.0,0.0,17.0,3444.0,1.0,875.0,475.0,3873.0,2794.0,650.0,2486.0,283.0,7.0,0.0,1.0,0.0,17.0,2576.0,868.0,2121.0,1323.0,1329.0,2078.0,37.0,2559.0,885.0,131.0,3276.0,37.0,11364.0,399.0,10965.0,5812.0,5552.0,2129.0,2822.0,1757.0,1494.0,1267.0,933.0,542.0,275.0,145.0,3853.0,809.0,171.0,0.0,579.0,94.0
18,860,VALPARAÍSO,18860,1330210015.03,1.06129220657,-75.6270476674,2.31384814926,0.10800551114,2018.0,3958.0,0.0,3958.0,0.0,0.0,0.0,3958.0,2308.0,40.0,1602.0,8.0,0.0,29.0,11.0,0.0,0.0,4.0,35.0,42.0,441.0,56.0,982.0,19.0,0.0,3.0,15.0,5.0,2348.0,2197.0,52.0,82.0,1.0,2.0,14.0,1813.0,3.0,199.0,333.0,1881.0,1697.0,116.0,1624.0,68.0,2.0,0.0,0.0,0.0,3.0,775.0,1038.0,842.0,971.0,22.0,1772.0,19.0,816.0,997.0,48.0,1739.0,26.0,6082.0,404.0,5678.0,3204.0,2878.0,1013.0,1592.0,836.0,696.0,742.0,608.0,308.0,187.0,100.0,1727.0,176.0,33.0,0.0,368.0,108.0
18,150,CARTAGENA DEL CHAIRÁ,18150,12785618789.2,0.64769308121,-74.2723549908,9.66844075037,1.0387266626,2018.0,11469.0,0.0,11469.0,0.0,0.0,206.0,11263.0,9564.0,601.0,1291.0,13.0,7.0,338.0,49.0,160.0,47.0,9.0,469.0,128.0,8.0,102.0,342.0,21.0,1.0,2.0,198.0,11.0,10165.0,9327.0,475.0,174.0,2.0,4.0,183.0,7962.0,99.0,625.0,1479.0,8175.0,5072.0,2890.0,4085.0,353.0,105.0,1.0,1.0,0.0,527.0,4576.0,3386.0,3815.0,4147.0,129.0,7624.0,209.0,4436.0,3526.0,512.0,7088.0,362.0,27939.0,672.0,27267.0,14367.0,13572.0,5782.0,6714.0,4455.0,3781.0,3065.0,2157.0,1199.0,582.0,204.0,10997.0,1052.0,325.0,6.0,1538.0,1330.0
18,753,SAN VICENTE DEL CAGUÁN,18753,17464634367.7,1.56780169584,-74.2629775148,10.7991691796,1.41932507222,2018.0,17478.0,138.0,17340.0,138.0,0.0,199.0,17279.0,13857.0,629.0,2960.0,32.0,15.0,348.0,185.0,54.0,27.0,29.0,550.0,412.0,4.0,43.0,1604.0,145.0,2.0,1.0,165.0,5.0,14486.0,12469.0,1507.0,422.0,5.0,2.0,81.0,12008.0,864.0,526.0,1088.0,12230.0,7444.0,4564.0,4715.0,2032.0,410.0,4.0,1.0,1.0,281.0,6770.0,5238.0,5087.0,6921.0,136.0,11575.0,297.0,6578.0,5430.0,1488.0,10059.0,461.0,42390.0,1596.0,40794.0,22278.0,20112.0,8264.0,9620.0,7333.0,6033.0,4674.0,3295.0,1877.0,881.0,413.0,16056.0,3328.0,643.0,0.0,2176.0,2385.0
18,756,SOLANO,18756,42312783610.3,0.21128084552,-73.1238678989,20.0458589701,3.43579026176,2018.0,3771.0,302.0,3469.0,302.0,0.0,111.0,3660.0,3369.0,95.0,297.0,10.0,1.0,67.0,10.0,1.0,16.0,2.0,66.0,46.0,10.0,30.0,111.0,17.0,1.0,0.0,11.0,3.0,3464.0,3154.0,85.0,171.0,33.0,7.0,14.0,2857.0,14.0,225.0,368.0,2879.0,1196.0,1661.0,923.0,27.0,17.0,1.0,0.0,0.0,228.0,1144.0,1713.0,1187.0,1670.0,28.0,2726.0,103.0,1102.0,1755.0,75.0,2640.0,142.0,10331.0,744.0,9587.0,5703.0,4628.0,2148.0,2785.0,1758.0,1311.0,977.0,713.0,373.0,184.0,82.0,3976.0,408.0,326.0,0.0,582.0,736.0
18,785,SOLITA,18785,476931472.859,0.90926545692,-75.6384004547,1.24610606181,0.03872207387,2018.0,2864.0,3.0,2861.0,3.0,0.0,0.0,2864.0,2156.0,117.0,588.0,3.0,1.0,82.0,30.0,1.0,3.0,1.0,92.0,90.0,1.0,12.0,330.0,32.0,0.0,13.0,16.0,1.0,2273.0,2132.0,50.0,72.0,1.0,0.0,18.0,1687.0,94.0,183.0,309.0,1724.0,1241.0,446.0,1195.0,22.0,2.0,1.0,1.0,0.0,20.0,981.0,706.0,904.0,783.0,30.0,1598.0,59.0,963.0,724.0,57.0,1563.0,67.0,5431.0,189.0,5242.0,2773.0,2658.0,1003.0,1338.0,794.0,669.0,614.0,497.0,257.0,173.0,86.0,1954.0,226.0,39.0,0.0,323.0,166.0
18,205,CURILLO,18205,403358249.431,1.05966316507,-75.9517850567,1.58492599361,0.03273931949,2018.0,3948.0,8.0,3940.0,8.0,0.0,0.0,3948.0,2917.0,125.0,903.0,3.0,2.0,110.0,13.0,0.0,0.0,6.0,187.0,104.0,2.0,58.0,476.0,14.0,0.0,5.0,48.0,3.0,3042.0,2801.0,177.0,58.0,1.0,2.0,3.0,2278.0,22.0,262.0,480.0,2449.0,2058.0,220.0,1693.0,331.0,3.0,2.0,0.0,0.0,29.0,1554.0,724.0,1307.0,971.0,43.0,2214.0,21.0,1602.0,676.0,175.0,2080.0,23.0,7518.0,139.0,7379.0,3801.0,3717.0,1496.0,1760.0,1121.0,966.0,774.0,645.0,434.0,207.0,115.0,2912.0,315.0,109.0,0.0,454.0,78.0
18,592,PUERTO RICO,18592,4146397159.69,2.01894089126,-75.0730862673,4.26444951799,0.33696109612,2018.0,10106.0,95.0,10011.0,95.0,0.0,0.0,10106.0,8667.0,228.0,1198.0,13.0,5.0,165.0,38.0,5.0,15.0,10.0,303.0,100.0,12.0,68.0,495.0,25.0,1.0,7.0,177.0,0.0,8895.0,8096.0,487.0,250.0,4.0,4.0,54.0,7489.0,49.0,604.0,753.0,7665.0,5403.0,2086.0,4496.0,634.0,240.0,0.0,0.0,0.0,33.0,4914.0,2575.0,4541.0,2948.0,163.0,7162.0,164.0,4774.0,2715.0,347.0,6904.0,238.0,24395.0,779.0,23616.0,12456.0,11939.0,4455.0,5872.0,3818.0,2981.0,2667.0,2082.0,1332.0,778.0,410.0,9713.0,1570.0,277.0,4.0,1616.0,803.0
19,001,POPAYÁN,19001,480179743.319,2.47170436246,-76.5919441915,1.37293711134,0.03896999522,2018.0,129302.0,504.0,128798.0,504.0,0.0,0.0,129302.0,106796.0,2606.0,19719.0,181.0,193.0,1458.0,777.0,177.0,1.0,458.0,3801.0,3623.0,739.0,524.0,8021.0,785.0,21.0,42.0,1671.0,34.0,109402.0,82746.0,22034.0,4016.0,445.0,17.0,144.0,84936.0,8663.0,5685.0,10118.0,96983.0,83838.0,1098.0,26229.0,24951.0,17948.0,10557.0,2651.0,549.0,953.0,81643.0,3293.0,72114.0,12822.0,53258.0,30648.0,1030.0,75141.0,9795.0,40917.0,42982.0,1037.0,277270.0,4369.0,272901.0,133282.0,143988.0,35093.0,41457.0,49104.0,45068.0,34974.0,31782.0,21165.0,11921.0,6706.0,63030.0,31711.0,53598.0,6657.0,6503.0,4941.0
19,022,ALMAGUER,19022,236714830.796,1.9124405208,-76.8349451942,0.71025301493,0.01919656522,2018.0,16356.0,1074.0,15282.0,1074.0,0.0,0.0,16356.0,7037.0,31.0,9288.0,0.0,0.0,21.0,10.0,0.0,0.0,1.0,8.0,42.0,3.0,102.0,8885.0,162.0,0.0,45.0,27.0,13.0,7068.0,6978.0,11.0,62.0,9.0,2.0,6.0,5219.0,4.0,1248.0,597.0,6632.0,4304.0,915.0,3729.0,13.0,3.0,3.0,0.0,1.0,555.0,670.0,4549.0,447.0,4772.0,16.0,5184.0,19.0,411.0,4808.0,29.0,5171.0,19.0,16523.0,0.0,16523.0,8279.0,8244.0,2302.0,2983.0,2685.0,2606.0,1784.0,1587.0,1351.0,849.0,376.0,8322.0,4044.0,217.0,3.0,1493.0,86.0
19,050,ARGELIA,19050,775787826.117,2.32933728292,-77.2631490603,1.22415287203,0.06288063218,2018.0,11455.0,1.0,11454.0,0.0,1.0,23.0,11432.0,8562.0,155.0,2737.0,1.0,1.0,135.0,18.0,1.0,0.0,1.0,348.0,139.0,964.0,65.0,875.0,95.0,0.0,81.0,166.0,3.0,8717.0,7648.0,92.0,896.0,2.0,2.0,77.0,7488.0,779.0,286.0,164.0,7690.0,6728.0,760.0,6558.0,83.0,4.0,2.0,0.0,0.0,81.0,3757.0,3731.0,2436.0,5052.0,53.0,7431.0,4.0,2791.0,4697.0,243.0,7241.0,4.0,20136.0,211.0,19925.0,10513.0,9623.0,3286.0,3890.0,3815.0,3472.0,2233.0,1709.0,936.0,545.0,250.0,9890.0,2012.0,222.0,4.0,1368.0,340.0
19,075,BALBOA,19075,413211197.428,2.08473294481,-77.2088133019,1.01632739811,0.03349049186,2018.0,10099.0,0.0,10099.0,0.0,0.0,0.0,10099.0,8122.0,71.0,1905.0,1.0,0.0,33.0,33.0,2.0,3.0,2.0,211.0,209.0,92.0,121.0,1145.0,18.0,0.0,3.0,101.0,3.0,8193.0,7830.0,123.0,229.0,0.0,5.0,6.0,6722.0,10.0,934.0,527.0,7323.0,6417.0,305.0,6137.0,234.0,7.0,1.0,1.0,0.0,37.0,3130.0,3592.0,1948.0,4774.0,48.0,6659.0,15.0,1712.0,5010.0,75.0,6629.0,18.0,18910.0,6.0,18904.0,9513.0,9397.0,2761.0,3563.0,3175.0,2810.0,2243.0,1853.0,1273.0,775.0,457.0,8571.0,2109.0,382.0,9.0,1258.0,140.0
19,100,BOLÍVAR,19100,797820255.536,1.85395193811,-76.9633745378,1.80278656633,0.06468336703,2018.0,32793.0,682.0,32111.0,682.0,0.0,0.0,32793.0,15271.0,185.0,17328.0,9.0,1.0,123.0,35.0,26.0,0.0,1.0,125.0,242.0,16267.0,165.0,261.0,11.0,0.0,180.0,56.0,20.0,15456.0,13910.0,100.0,1414.0,11.0,3.0,18.0,12670.0,516.0,527.0,1743.0,13447.0,11605.0,1065.0,10120.0,404.0,55.0,6.0,1.0,0.0,1019.0,3027.0,9643.0,2344.0,10326.0,42.0,12599.0,29.0,1705.0,10965.0,151.0,12490.0,29.0,35837.0,212.0,35625.0,18234.0,17603.0,4687.0,5964.0,5745.0,5445.0,4329.0,3790.0,2908.0,1959.0,1010.0,17408.0,6613.0,903.0,21.0,2369.0,188.0
19,110,BUENOS AIRES,19110,435028798.694,3.04591778287,-76.6790115245,1.63212883663,0.03531757617,2018.0,14711.0,1503.0,13208.0,1503.0,0.0,0.0,14711.0,9334.0,127.0,5248.0,2.0,4.0,103.0,19.0,0.0,1.0,4.0,95.0,105.0,171.0,71.0,4635.0,12.0,1.0,2.0,144.0,8.0,9461.0,7262.0,136.0,1037.0,1002.0,8.0,16.0,8398.0,357.0,256.0,450.0,9090.0,7224.0,1174.0,6338.0,83.0,4.0,1.0,0.0,0.0,798.0,4365.0,4033.0,1389.0,7009.0,42.0,8354.0,2.0,450.0,7948.0,173.0,8223.0,2.0,25257.0,21.0,25236.0,12616.0,12641.0,4603.0,5024.0,4581.0,3682.0,2501.0,2098.0,1505.0,796.0,467.0,10408.0,4245.0,706.0,0.0,1081.0,353.0
19,130,CAJIBÍO,19130,552278611.707,2.64320984772,-76.701389144,1.38188517216,0.04481945618,2018.0,17253.0,180.0,17073.0,180.0,0.0,0.0,17253.0,12091.0,125.0,5036.0,1.0,7.0,64.0,52.0,2.0,0.0,8.0,115.0,194.0,2979.0,82.0,1466.0,56.0,0.0,69.0,62.0,5.0,12216.0,11990.0,81.0,108.0,20.0,2.0,15.0,9176.0,1793.0,464.0,783.0,10692.0,8152.0,1024.0,7678.0,368.0,10.0,3.0,2.0,1.0,90.0,3176.0,6000.0,738.0,8438.0,532.0,8622.0,22.0,654.0,8522.0,114.0,9039.0,23.0,32237.0,2.0,32235.0,16538.0,15699.0,5213.0,6280.0,5362.0,4387.0,3479.0,3009.0,2358.0,1413.0,736.0,16011.0,4482.0,953.0,0.0,1971.0,349.0
19,137,CALDONO,19137,354738653.343,2.81032823986,-76.4645161155,1.10296136554,0.02880276627,2018.0,14233.0,7844.0,6389.0,7844.0,0.0,0.0,14233.0,10175.0,207.0,3845.0,6.0,4.0,170.0,33.0,0.0,0.0,8.0,107.0,164.0,418.0,148.0,2696.0,18.0,1.0,13.0,270.0,2.0,10382.0,4845.0,113.0,229.0,5143.0,45.0,7.0,8201.0,9.0,1823.0,349.0,10662.0,7496.0,705.0,7256.0,50.0,2.0,0.0,0.0,0.0,188.0,6514.0,1687.0,783.0,7418.0,30.0,8150.0,21.0,775.0,7426.0,168.0,8012.0,21.0,36139.0,253.0,35886.0,18475.0,17664.0,7835.0,7545.0,6330.0,4706.0,3504.0,2593.0,1966.0,1154.0,506.0,16229.0,8856.0,1423.0,29.0,1871.0,264.0
19,142,CALOTO,19142,266564588.309,3.04594227664,-76.3663887603,1.36243725419,0.02165103748,2018.0,10601.0,2838.0,7763.0,2838.0,0.0,0.0,10601.0,8394.0,165.0,2036.0,6.0,1.0,99.0,60.0,5.0,0.0,6.0,102.0,224.0,8.0,52.0,1487.0,59.0,0.0,2.0,76.0,20.0,8559.0,5419.0,395.0,324.0,2328.0,17.0,76.0,7274.0,163.0,540.0,582.0,8923.0,6726.0,548.0,4512.0,154.0,12.0,2.0,1.0,1.0,2044.0,3928.0,3346.0,2001.0,5273.0,1850.0,5399.0,25.0,2789.0,4485.0,389.0,6857.0,28.0,25416.0,152.0,25264.0,12637.0,12779.0,4172.0,4830.0,4795.0,3772.0,2788.0,2214.0,1482.0,884.0,479.0,7804.0,5423.0,1842.0,0.0,1265.0,293.0
19,212,CORINTO,19212,325915580.668,3.1367536056,-76.2096456925,0.82765640895,0.02647947438,2018.0,11535.0,329.0,11206.0,329.0,0.0,0.0,11535.0,8891.0,207.0,2434.0,3.0,2.0,173.0,31.0,0.0,1.0,0.0,322.0,41.0,1214.0,53.0,583.0,62.0,47.0,55.0,53.0,4.0,9098.0,7148.0,491.0,1138.0,236.0,75.0,10.0,7501.0,720.0,738.0,139.0,7683.0,7271.0,230.0,5083.0,1391.0,94.0,6.0,1.0,0.0,696.0,4320.0,3181.0,4233.0,3268.0,3065.0,4417.0,19.0,4276.0,3225.0,824.0,6658.0,19.0,21975.0,342.0,21633.0,10983.0,10992.0,3294.0,4290.0,4023.0,3258.0,2538.0,1986.0,1406.0,786.0,394.0,6610.0,2345.0,936.0,0.0,1257.0,491.0
19,290,FLORENCIA,19290,56652636.3113,1.69453474037,-77.087357234,0.36759505452,0.00459170059,2018.0,3244.0,0.0,3244.0,0.0,0.0,0.0,3244.0,1866.0,62.0,1316.0,0.0,1.0,61.0,0.0,0.0,0.0,12.0,43.0,67.0,1113.0,7.0,35.0,14.0,0.0,4.0,16.0,5.0,1928.0,1821.0,13.0,66.0,0.0,0.0,28.0,1432.0,10.0,67.0,419.0,1858.0,1401.0,31.0,1363.0,29.0,2.0,2.0,0.0,0.0,5.0,1266.0,166.0,324.0,1108.0,2.0,1424.0,6.0,336.0,1096.0,32.0,1394.0,6.0,5089.0,0.0,5089.0,2602.0,2487.0,732.0,907.0,906.0,685.0,570.0,515.0,379.0,245.0,150.0,2612.0,949.0,98.0,0.0,250.0,29.0
19,300,GUACHENÉ,19300,98865801.9952,3.14438999263,-76.3923481067,0.63358159272,0.00803056236,2018.0,10437.0,0.0,10437.0,0.0,0.0,0.0,10437.0,6012.0,123.0,4302.0,0.0,0.0,111.0,10.0,2.0,0.0,2.0,85.0,43.0,115.0,39.0,3701.0,10.0,0.0,4.0,299.0,4.0,6135.0,5833.0,184.0,104.0,2.0,8.0,4.0,5452.0,40.0,44.0,599.0,6576.0,5411.0,41.0,5147.0,234.0,4.0,1.0,0.0,0.0,25.0,4819.0,633.0,1754.0,3698.0,2752.0,2689.0,11.0,3044.0,2408.0,225.0,5216.0,11.0,18513.0,0.0,18513.0,8655.0,9858.0,2805.0,3499.0,3408.0,2896.0,2298.0,1628.0,1063.0,586.0,330.0,4521.0,1078.0,1389.0,0.0,349.0,145.0
19,355,INZÁ,19355,866312068.588,2.49905878314,-76.1376253119,1.5397473601,0.07035363149,2018.0,11836.0,3415.0,8421.0,3415.0,0.0,0.0,11836.0,7807.0,83.0,3943.0,3.0,5.0,69.0,7.0,1.0,1.0,3.0,52.0,114.0,1349.0,59.0,2244.0,14.0,1.0,54.0,50.0,3.0,7890.0,7683.0,71.0,82.0,43.0,3.0,8.0,6794.0,32.0,665.0,399.0,9100.0,6151.0,643.0,5823.0,237.0,12.0,2.0,0.0,0.0,77.0,1674.0,5120.0,1481.0,5313.0,337.0,6400.0,57.0,483.0,6311.0,103.0,6618.0,73.0,26571.0,81.0,26490.0,13484.0,13087.0,5515.0,5573.0,4454.0,3485.0,2702.0,1961.0,1446.0,968.0,467.0,11821.0,6165.0,1013.0,29.0,1379.0,384.0
19,364,JAMBALÓ,19364,234447557.463,2.84981013021,-76.3112491905,0.86574550717,0.01904059084,2018.0,4805.0,3811.0,994.0,3811.0,0.0,0.0,4805.0,3898.0,95.0,812.0,0.0,0.0,78.0,17.0,0.0,0.0,1.0,64.0,145.0,125.0,45.0,200.0,116.0,2.0,57.0,54.0,3.0,3993.0,1433.0,17.0,24.0,2508.0,8.0,3.0,3507.0,3.0,42.0,441.0,5059.0,3041.0,466.0,2854.0,88.0,6.0,3.0,0.0,0.0,90.0,2410.0,1097.0,736.0,2771.0,17.0,3481.0,9.0,319.0,3188.0,122.0,3374.0,11.0,16353.0,0.0,16353.0,8287.0,8066.0,3394.0,3483.0,3190.0,2431.0,1477.0,1102.0,657.0,450.0,169.0,7066.0,4072.0,901.0,0.0,910.0,71.0
19,392,LA SIERRA,19392,208354419.869,2.18747357214,-76.7822803199,0.94442156387,0.01690096443,2018.0,6743.0,274.0,6469.0,274.0,0.0,0.0,6743.0,3551.0,52.0,3140.0,0.0,0.0,46.0,6.0,0.0,0.0,1.0,84.0,53.0,2653.0,54.0,250.0,3.0,0.0,2.0,38.0,2.0,3603.0,3254.0,80.0,249.0,8.0,9.0,3.0,3078.0,63.0,278.0,184.0,3704.0,2843.0,235.0,2736.0,41.0,2.0,1.0,0.0,1.0,62.0,1235.0,1843.0,398.0,2680.0,10.0,3062.0,6.0,496.0,2582.0,41.0,3031.0,6.0,9935.0,0.0,9935.0,5107.0,4828.0,1359.0,1610.0,1666.0,1354.0,1211.0,1081.0,766.0,574.0,314.0,4287.0,2053.0,403.0,13.0,534.0,71.0
19,397,LA VEGA,19397,516074880.701,2.05393342595,-76.7588062038,1.14591286078,0.04186025894,2018.0,13546.0,2679.0,10867.0,2679.0,0.0,0.0,13546.0,7710.0,70.0,5766.0,0.0,1.0,47.0,22.0,0.0,0.0,6.0,69.0,216.0,40.0,70.0,5271.0,44.0,0.0,3.0,41.0,6.0,7780.0,7538.0,54.0,141.0,34.0,3.0,10.0,5417.0,358.0,1578.0,427.0,7537.0,5172.0,245.0,4790.0,59.0,46.0,1.0,0.0,0.0,276.0,2148.0,3269.0,1021.0,4396.0,35.0,5336.0,46.0,294.0,5123.0,30.0,5340.0,47.0,19777.0,0.0,19777.0,10079.0,9698.0,2869.0,3353.0,3419.0,2853.0,2254.0,1887.0,1470.0,1074.0,598.0,8794.0,4258.0,495.0,13.0,1169.0,201.0
